v ATLAS
# This file was created by ATLAS version 5.24.1.R on Mon May 11 10:28:44 2020.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2017                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
p 7 210 301 300 302 304 303 305
d   3.050000e+00  2.000000e+13  0.000000e+00  2.000000e+13  2.270274e+03  0.000000e+00  2.270274e+03
d   3.050000e+00  2.000000e+13  0.000000e+00  2.000000e+13  2.270274e+03  0.000000e+00  2.270274e+03
d   2.917391e+00  9.952181e+12  0.000000e+00  9.952181e+12  8.550481e+03  0.000000e+00  8.550481e+03
d   2.917391e+00  9.952181e+12  0.000000e+00  9.952181e+12  8.550481e+03  0.000000e+00  8.550481e+03
d   2.784783e+00  4.952296e+12  0.000000e+00  4.952296e+12  3.220348e+04  0.000000e+00  3.220348e+04
d   2.784783e+00  4.952296e+12  0.000000e+00  4.952296e+12  3.220348e+04  0.000000e+00  3.220348e+04
d   2.652174e+00  2.464307e+12  0.000000e+00  2.464307e+12  1.212872e+05  0.000000e+00  1.212872e+05
d   2.652174e+00  2.464307e+12  0.000000e+00  2.464307e+12  1.212872e+05  0.000000e+00  1.212872e+05
d   2.519565e+00  1.226262e+12  0.000000e+00  1.226262e+12  4.568013e+05  0.000000e+00  4.568013e+05
d   2.519565e+00  1.226262e+12  0.000000e+00  1.226262e+12  4.568013e+05  0.000000e+00  4.568013e+05
d   2.386957e+00  6.101989e+11  0.000000e+00  6.101989e+11  1.720440e+06  0.000000e+00  1.720440e+06
d   2.386957e+00  6.101989e+11  0.000000e+00  6.101989e+11  1.720440e+06  0.000000e+00  1.720440e+06
d   2.254348e+00  3.036405e+11  0.000000e+00  3.036405e+11  6.479653e+06  0.000000e+00  6.479653e+06
d   2.254348e+00  3.036405e+11  0.000000e+00  3.036405e+11  6.479653e+06  0.000000e+00  6.479653e+06
d   2.121739e+00  1.510943e+11  0.000000e+00  1.510943e+11  2.440417e+07  0.000000e+00  2.440417e+07
d   2.121739e+00  1.510943e+11  0.000000e+00  1.510943e+11  2.440417e+07  0.000000e+00  2.440417e+07
d   1.989130e+00  7.518589e+10  0.000000e+00  7.518589e+10  9.191286e+07  0.000000e+00  9.191286e+07
d   1.989130e+00  7.518589e+10  0.000000e+00  7.518589e+10  9.191286e+07  0.000000e+00  9.191286e+07
d   1.856522e+00  3.741318e+10  0.000000e+00  3.741318e+10  3.461693e+08  0.000000e+00  3.461693e+08
d   1.856522e+00  3.741318e+10  0.000000e+00  3.741318e+10  3.461693e+08  0.000000e+00  3.461693e+08
d   1.723913e+00  1.861714e+10  0.000000e+00  1.861714e+10  1.303769e+09  0.000000e+00  1.303769e+09
d   1.723913e+00  1.861714e+10  0.000000e+00  1.861714e+10  1.303769e+09  0.000000e+00  1.303769e+09
d   1.591304e+00  9.264056e+09  0.000000e+00  9.264056e+09  4.910356e+09  0.000000e+00  4.910356e+09
d   1.591304e+00  9.264056e+09  0.000000e+00  9.264056e+09  4.910356e+09  0.000000e+00  4.910356e+09
d   1.458696e+00  4.609879e+09  0.000000e+00  4.609879e+09  1.849376e+10  0.000000e+00  1.849376e+10
d   1.458696e+00  4.609879e+09  0.000000e+00  4.609879e+09  1.849376e+10  0.000000e+00  1.849376e+10
d   1.326087e+00  2.293917e+09  0.000000e+00  2.293917e+09  6.965263e+10  0.000000e+00  6.965263e+10
d   1.326087e+00  2.293917e+09  0.000000e+00  2.293917e+09  6.965263e+10  0.000000e+00  6.965263e+10
d   1.193478e+00  1.141474e+09  0.000000e+00  1.141474e+09  2.623311e+11  0.000000e+00  2.623311e+11
d   1.193478e+00  1.141474e+09  0.000000e+00  1.141474e+09  2.623311e+11  0.000000e+00  2.623311e+11
d   1.060870e+00  5.680079e+08  0.000000e+00  5.680079e+08  9.880115e+11  0.000000e+00  9.880115e+11
d   1.060870e+00  5.680079e+08  0.000000e+00  5.680079e+08  9.880115e+11  0.000000e+00  9.880115e+11
d   9.282609e-01  2.826459e+08  0.000000e+00  2.826459e+08  3.721125e+12  0.000000e+00  3.721125e+12
d   9.282609e-01  2.826459e+08  0.000000e+00  2.826459e+08  3.721125e+12  0.000000e+00  3.721125e+12
d   7.956522e-01  1.406472e+08  0.000000e+00  1.406472e+08  1.401479e+13  0.000000e+00  1.401479e+13
d   7.956522e-01  1.406472e+08  0.000000e+00  1.406472e+08  1.401479e+13  0.000000e+00  1.401479e+13
d   6.630435e-01  6.998730e+07  0.000000e+00  6.998730e+07  5.278357e+13  0.000000e+00  5.278357e+13
d   6.630435e-01  6.998730e+07  0.000000e+00  6.998730e+07  5.278357e+13  0.000000e+00  5.278357e+13
d   5.304348e-01  3.482631e+07  0.000000e+00  3.482631e+07  1.987975e+14  0.000000e+00  1.987975e+14
d   5.304348e-01  3.482631e+07  0.000000e+00  3.482631e+07  1.987975e+14  0.000000e+00  1.987975e+14
d   3.978261e-01  1.732989e+07  0.000000e+00  1.732989e+07  7.487266e+14  0.000000e+00  7.487266e+14
d   3.978261e-01  1.732989e+07  0.000000e+00  1.732989e+07  7.487266e+14  0.000000e+00  7.487266e+14
d   2.652174e-01  8.623511e+06  0.000000e+00  8.623511e+06  2.819912e+15  0.000000e+00  2.819912e+15
d   2.652174e-01  8.623511e+06  0.000000e+00  8.623511e+06  2.819912e+15  0.000000e+00  2.819912e+15
d   1.326087e-01  4.291137e+06  0.000000e+00  4.291137e+06  1.062057e+16  0.000000e+00  1.062057e+16
d   1.326087e-01  4.291137e+06  0.000000e+00  4.291137e+06  1.062057e+16  0.000000e+00  1.062057e+16
d   0.000000e+00  2.135309e+06  0.000000e+00  2.135309e+06  4.000000e+16  0.000000e+00  4.000000e+16
d   0.000000e+00  2.135309e+06  0.000000e+00  2.135309e+06  4.000000e+16  0.000000e+00  4.000000e+16
