v ATLAS
# This file was created by ATLAS version 5.24.1.R on Thu Apr 30 11:24:22 2020.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2017                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
p 4 77 304 303 305
d   0.000000e+00  2.250000e+16  0.000000e+00  2.250000e+16
d   1.326087e-01  5.974069e+15  0.000000e+00  5.974069e+15
d   2.652174e-01  1.586200e+15  0.000000e+00  1.586200e+15
d   3.978261e-01  4.211587e+14  0.000000e+00  4.211587e+14
d   5.304348e-01  1.118236e+14  0.000000e+00  1.118236e+14
d   6.630435e-01  2.969076e+13  0.000000e+00  2.969076e+13
d   7.956522e-01  7.883318e+12  0.000000e+00  7.883318e+12
d   9.282609e-01  2.093133e+12  0.000000e+00  2.093133e+12
d   1.060870e+00  5.557565e+11  0.000000e+00  5.557565e+11
d   1.193478e+00  1.475612e+11  0.000000e+00  1.475612e+11
d   1.326087e+00  3.917960e+10  0.000000e+00  3.917960e+10
d   1.458696e+00  1.040274e+10  0.000000e+00  1.040274e+10
d   1.591304e+00  2.762075e+09  0.000000e+00  2.762075e+09
d   1.723913e+00  7.333703e+08  0.000000e+00  7.333703e+08
d   1.856522e+00  1.947202e+08  0.000000e+00  1.947202e+08
d   1.989130e+00  5.170098e+07  0.000000e+00  5.170098e+07
d   2.121739e+00  1.372735e+07  0.000000e+00  1.372735e+07
d   2.254348e+00  3.644805e+06  0.000000e+00  3.644805e+06
d   2.386957e+00  9.677475e+05  0.000000e+00  9.677475e+05
d   2.519565e+00  2.569507e+05  0.000000e+00  2.569507e+05
d   2.652174e+00  6.822406e+04  0.000000e+00  6.822406e+04
d   2.784783e+00  1.811446e+04  0.000000e+00  1.811446e+04
d   2.917391e+00  4.809646e+03  0.000000e+00  4.809646e+03
d   3.050000e+00  1.277029e+03  0.000000e+00  1.277029e+03
