v ATLAS
# This file was created by ATLAS version 5.24.1.R on Thu Apr 30 15:44:50 2020.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2017                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
p 4 74 76 75 205
d   0.000000e+00  5.000000e+20  0.000000e+00  5.000000e+20
d   2.382812e-02  7.997191e+19  0.000000e+00  7.997191e+19
d   4.765625e-02  1.279101e+19  0.000000e+00  1.279101e+19
d   7.148437e-02  2.045843e+18  0.000000e+00  2.045843e+18
d   9.531250e-02  3.272200e+17  0.000000e+00  3.272200e+17
d   1.191406e-01  5.233681e+16  0.000000e+00  5.233681e+16
d   1.429687e-01  8.370949e+15  0.000000e+00  8.370949e+15
d   1.667969e-01  1.338881e+15  0.000000e+00  1.338881e+15
d   1.906250e-01  2.141458e+14  0.000000e+00  2.141458e+14
d   2.144531e-01  3.425130e+13  0.000000e+00  3.425130e+13
d   2.382812e-01  5.478283e+12  0.000000e+00  5.478283e+12
d   2.621094e-01  8.762175e+11  0.000000e+00  8.762175e+11
d   2.859375e-01  1.401456e+11  0.000000e+00  1.401456e+11
d   3.097656e-01  2.241542e+10  0.000000e+00  2.241542e+10
d   3.335937e-01  3.585207e+09  0.000000e+00  3.585207e+09
d   3.574219e-01  5.734317e+08  0.000000e+00  5.734317e+08
d   3.812500e-01  9.171685e+07  0.000000e+00  9.171685e+07
d   4.050781e-01  1.466954e+07  0.000000e+00  1.466954e+07
d   4.289062e-01  2.346303e+06  0.000000e+00  2.346303e+06
d   4.527344e-01  3.752766e+05  0.000000e+00  3.752766e+05
d   4.765625e-01  6.002317e+04  0.000000e+00  6.002317e+04
d   5.003906e-01  9.600335e+03  0.000000e+00  9.600335e+03
d   5.242187e-01  1.535514e+03  0.000000e+00  1.535514e+03
d   5.480469e-01  2.455960e+02  0.000000e+00  2.455960e+02
d   5.718750e-01  3.928156e+01  0.000000e+00  3.928156e+01
d   5.957031e-01  6.282842e+00  0.000000e+00  6.282842e+00
d   6.195312e-01  1.004902e+00  0.000000e+00  1.004902e+00
d   6.433594e-01  1.607278e-01  0.000000e+00  1.607278e-01
d   6.671875e-01  2.570742e-02  0.000000e+00  2.570742e-02
d   6.910156e-01  4.111743e-03  0.000000e+00  4.111743e-03
d   7.148438e-01  6.576478e-04  0.000000e+00  6.576478e-04
d   7.386719e-01  1.051867e-04  0.000000e+00  1.051867e-04
d   7.625000e-01  1.682396e-05  0.000000e+00  1.682396e-05
d   7.863281e-01  2.690889e-06  0.000000e+00  2.690889e-06
d   8.101562e-01  4.303910e-07  0.000000e+00  4.303910e-07
d   8.339844e-01  6.883838e-08  0.000000e+00  6.883838e-08
d   8.578125e-01  1.101027e-08  0.000000e+00  1.101027e-08
d   8.816406e-01  1.761025e-09  0.000000e+00  1.761025e-09
d   9.054687e-01  2.816650e-10  0.000000e+00  2.816650e-10
d   9.292969e-01  4.505058e-11  0.000000e+00  4.505058e-11
d   9.531250e-01  7.205562e-12  0.000000e+00  7.205562e-12
d   9.769531e-01  1.152485e-12  0.000000e+00  1.152485e-12
d   1.000781e+00  1.843328e-13  0.000000e+00  1.843328e-13
d   1.024609e+00  2.948290e-14  0.000000e+00  2.948290e-14
d   1.048437e+00  4.715607e-15  0.000000e+00  4.715607e-15
d   1.072266e+00  7.542322e-16  0.000000e+00  7.542322e-16
d   1.096094e+00  1.206348e-16  0.000000e+00  1.206348e-16
d   1.119922e+00  1.929479e-17  0.000000e+00  1.929479e-17
d   1.143750e+00  3.086082e-18  0.000000e+00  3.086082e-18
d   1.167578e+00  4.935997e-19  0.000000e+00  4.935997e-19
d   1.191406e+00  7.894821e-20  0.000000e+00  7.894821e-20
d   1.215234e+00  1.262728e-20  0.000000e+00  1.262728e-20
d   1.239062e+00  2.019655e-21  0.000000e+00  2.019655e-21
d   1.262891e+00  3.230313e-22  0.000000e+00  3.230313e-22
d   1.286719e+00  5.166686e-23  0.000000e+00  5.166686e-23
d   1.310547e+00  8.263795e-24  0.000000e+00  8.263795e-24
d   1.334375e+00  1.321743e-24  0.000000e+00  1.321743e-24
d   1.358203e+00  2.114046e-25  0.000000e+00  2.114046e-25
d   1.382031e+00  3.381286e-26  0.000000e+00  3.381286e-26
d   1.405859e+00  5.408157e-27  0.000000e+00  5.408157e-27
d   1.429688e+00  8.650013e-28  0.000000e+00  8.650013e-28
d   1.453516e+00  1.383516e-28  0.000000e+00  1.383516e-28
d   1.477344e+00  2.212848e-29  0.000000e+00  2.212848e-29
d   1.501172e+00  3.539314e-30  0.000000e+00  3.539314e-30
d   1.525000e+00  5.660914e-31  0.000000e+00  5.660914e-31
d   1.548828e+00  9.054282e-32  0.000000e+00  9.054282e-32
d   1.572656e+00  1.448176e-32  0.000000e+00  1.448176e-32
d   1.596484e+00  2.316268e-33  0.000000e+00  2.316268e-33
d   1.620312e+00  3.704728e-34  0.000000e+00  3.704728e-34
d   1.644141e+00  5.925483e-35  0.000000e+00  5.925483e-35
d   1.667969e+00  9.477444e-36  0.000000e+00  9.477444e-36
d   1.691797e+00  1.515859e-36  0.000000e+00  1.515859e-36
d   1.715625e+00  2.424522e-37  0.000000e+00  2.424522e-37
d   1.739453e+00  3.877873e-38  0.000000e+00  3.877873e-38
d   1.763281e+00  6.202418e-39  0.000000e+00  6.202418e-39
d   1.787109e+00  9.920383e-40  0.000000e+00  9.920383e-40
d   1.810937e+00  1.586704e-40  0.000000e+00  1.586704e-40
d   1.834766e+00  2.537835e-41  0.000000e+00  2.537835e-41
d   1.858594e+00  4.059110e-42  0.000000e+00  4.059110e-42
d   1.882422e+00  6.492295e-43  0.000000e+00  6.492295e-43
d   1.906250e+00  1.038402e-43  0.000000e+00  1.038402e-43
d   1.930078e+00  1.660860e-44  0.000000e+00  1.660860e-44
d   1.953906e+00  2.656443e-45  0.000000e+00  2.656443e-45
d   1.977734e+00  4.248817e-46  0.000000e+00  4.248817e-46
d   2.001562e+00  6.795720e-47  0.000000e+00  6.795720e-47
d   2.025391e+00  1.086933e-47  0.000000e+00  1.086933e-47
d   2.049219e+00  1.738483e-48  0.000000e+00  1.738483e-48
d   2.073047e+00  2.780595e-49  0.000000e+00  2.780595e-49
d   2.096875e+00  4.447390e-50  0.000000e+00  4.447390e-50
d   2.120703e+00  7.113326e-51  0.000000e+00  7.113326e-51
d   2.144531e+00  1.137732e-51  0.000000e+00  1.137732e-51
d   2.168359e+00  1.819733e-52  0.000000e+00  1.819733e-52
d   2.192187e+00  2.910550e-53  0.000000e+00  2.910550e-53
d   2.216016e+00  4.655244e-54  0.000000e+00  4.655244e-54
d   2.239844e+00  7.445775e-55  0.000000e+00  7.445775e-55
d   2.263672e+00  1.190906e-55  0.000000e+00  1.190906e-55
d   2.287500e+00  1.904780e-56  0.000000e+00  1.904780e-56
d   2.311328e+00  3.046578e-57  0.000000e+00  3.046578e-57
d   2.335156e+00  4.872813e-58  0.000000e+00  4.872813e-58
d   2.358984e+00  7.793762e-59  0.000000e+00  7.793762e-59
d   2.382812e+00  1.246564e-59  0.000000e+00  1.246564e-59
d   2.406641e+00  1.993802e-60  0.000000e+00  1.993802e-60
d   2.430469e+00  3.188963e-61  0.000000e+00  3.188963e-61
d   2.454297e+00  5.100549e-62  0.000000e+00  5.100549e-62
d   2.478125e+00  8.158013e-63  0.000000e+00  8.158013e-63
d   2.501953e+00  1.304824e-63  0.000000e+00  1.304824e-63
d   2.525781e+00  2.086985e-64  0.000000e+00  2.086985e-64
d   2.549609e+00  3.338003e-65  0.000000e+00  3.338003e-65
d   2.573437e+00  5.338929e-66  0.000000e+00  5.338929e-66
d   2.597266e+00  8.539287e-67  0.000000e+00  8.539287e-67
d   2.621094e+00  1.365806e-67  0.000000e+00  1.365806e-67
d   2.644922e+00  2.184522e-68  0.000000e+00  2.184522e-68
d   2.668750e+00  3.494009e-69  0.000000e+00  3.494009e-69
d   2.692578e+00  5.588450e-70  0.000000e+00  5.588450e-70
d   2.716406e+00  8.938381e-71  0.000000e+00  8.938381e-71
d   2.740234e+00  1.429639e-71  0.000000e+00  1.429639e-71
d   2.764062e+00  2.286619e-72  0.000000e+00  2.286619e-72
d   2.787891e+00  3.657305e-73  0.000000e+00  3.657305e-73
d   2.811719e+00  5.849633e-74  0.000000e+00  5.849633e-74
d   2.835547e+00  9.356126e-75  0.000000e+00  9.356126e-75
d   2.859375e+00  1.496455e-75  0.000000e+00  1.496455e-75
d   2.883203e+00  2.393486e-76  0.000000e+00  2.393486e-76
d   2.907031e+00  3.828234e-77  0.000000e+00  3.828234e-77
d   2.930859e+00  6.123023e-78  0.000000e+00  6.123023e-78
d   2.954687e+00  9.793396e-79  0.000000e+00  9.793396e-79
d   2.978516e+00  1.566393e-79  0.000000e+00  1.566393e-79
d   3.002344e+00  2.505349e-80  0.000000e+00  2.505349e-80
d   3.026172e+00  4.007150e-81  0.000000e+00  4.007150e-81
