v ATLAS
# This file was created by ATLAS version 5.24.1.R on Thu Apr 30 15:44:50 2020.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2017                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
p 4 77 79 78 206
d   0.000000e+00  5.000000e+20  0.000000e+00  5.000000e+20
d   4.765625e-02  3.361215e+20  0.000000e+00  3.361215e+20
d   9.531250e-02  2.259553e+20  0.000000e+00  2.259553e+20
d   1.429687e-01  1.518969e+20  0.000000e+00  1.518969e+20
d   1.906250e-01  1.021116e+20 1.022839e-302  1.021116e+20
d   2.382812e-01  6.864381e+19 1.337437e-291  6.864381e+19
d   2.859375e-01  4.614532e+19 1.110393e-280  4.614532e+19
d   3.335937e-01  3.102087e+19 5.853471e-270  3.102087e+19
d   3.812500e-01  2.085356e+19 1.959220e-259  2.085356e+19
d   4.289062e-01  1.401866e+19 4.163765e-249  1.401866e+19
d   4.765625e-01  9.423946e+18 5.618525e-239  9.423946e+18
d   5.242187e-01  6.335182e+18 4.813840e-229  6.335182e+18
d   5.718750e-01  4.258782e+18 2.618751e-219  4.258782e+18
d   6.195312e-01  2.862936e+18 9.045444e-210  2.862936e+18
d   6.671875e-01  1.924589e+18 1.983804e-200  1.924589e+18
d   7.148438e-01  1.293791e+18 2.762491e-191  1.293791e+18
d   7.625000e-01  8.697421e+17 2.442509e-182  8.697421e+17
d   8.101562e-01  5.846780e+17 1.371212e-173  5.846780e+17
d   8.578125e-01  3.930457e+17 4.887718e-165  3.930457e+17
d   9.054687e-01  2.642222e+17 1.106219e-156  2.642222e+17
d   9.531250e-01  1.776215e+17 1.589677e-148  1.776215e+17
d   1.000781e+00  1.194048e+17 1.450474e-140  1.194048e+17
d   1.048437e+00  8.026906e+16 8.403194e-133  8.026906e+16
d   1.096094e+00  5.396031e+16 3.091092e-125  5.396031e+16
d   1.143750e+00  3.627444e+16 7.219592e-118  3.627444e+16
d   1.191406e+00  2.438524e+16 1.070648e-110  2.438524e+16
d   1.239062e+00  1.639281e+16 1.008123e-103  1.639281e+16
d   1.286719e+00  1.101995e+16  6.027176e-97  1.101995e+16
d   1.334375e+00  7.408083e+15  2.287954e-90  7.408083e+15
d   1.382031e+00  4.980032e+15  5.514599e-84  4.980032e+15
d   1.429688e+00  3.347792e+15  8.439442e-78  3.347792e+15
d   1.477344e+00  2.250529e+15  8.200620e-72  2.250529e+15
d   1.525000e+00  1.512903e+15  5.059561e-66  1.512903e+15
d   1.572656e+00  1.017038e+15  1.982039e-60  1.017038e+15
d   1.620312e+00  6.836968e+14  4.929975e-55  6.836968e+14
d   1.667969e+00  4.596104e+14  7.785930e-50  4.596104e+14
d   1.715625e+00  3.089698e+14  7.807453e-45  3.089698e+14
d   1.763281e+00  2.077028e+14  4.970974e-40  2.077028e+14
d   1.810937e+00  1.396268e+14  2.009587e-35  1.396268e+14
d   1.858594e+00  9.386311e+13  5.158283e-31  9.386311e+13
d   1.906250e+00  6.309882e+13  8.406918e-27  6.309882e+13
d   1.953906e+00  4.241774e+13  8.699647e-23  4.241774e+13
d   2.001562e+00  2.851503e+13  5.716097e-19  2.851503e+13
d   2.049219e+00  1.916903e+13  2.384684e-15  1.916903e+13
d   2.096875e+00  1.288624e+13  6.316771e-12  1.288624e+13
d   2.144531e+00  8.662687e+12  1.062411e-08  8.662687e+12
d   2.192187e+00  5.823430e+12  1.134549e-05  5.823430e+12
d   2.239844e+00  3.914760e+12  7.692851e-03  3.914760e+12
d   2.287500e+00  2.631670e+12  3.311955e+00  2.631670e+12
d   2.335156e+00  1.769122e+12  9.053463e+02  1.769122e+12
d   2.382812e+00  1.189280e+12  1.571369e+05  1.189280e+12
d   2.430469e+00  7.994849e+11  1.731709e+07  7.995022e+11
d   2.478125e+00  5.374481e+11  1.211727e+09  5.386599e+11
d   2.525781e+00  3.612957e+11  5.383536e+10  4.151311e+11
d   2.573437e+00  2.428785e+11  1.518671e+12  1.761550e+12
d   2.621094e+00  1.632734e+11  2.720152e+13  2.736480e+13
d   2.668750e+00  1.097594e+11  3.093540e+14  3.094638e+14
d   2.716406e+00  7.378498e+10  2.233837e+15  2.233911e+15
d   2.764062e+00  4.960144e+10  1.024190e+16  1.024195e+16
d   2.811719e+00  3.334422e+10  2.981553e+16  2.981556e+16
d   2.859375e+00  2.241542e+10  5.511094e+16  5.511096e+16
d   2.907031e+00  1.506861e+10  6.467944e+16  6.467946e+16
d   2.954687e+00  1.012976e+10  4.819788e+16  4.819789e+16
d   3.002344e+00  6.809663e+09  2.280462e+16  2.280462e+16
